time     loop_value_0    n_0   loop_value_1    n_1   loop_value_2    n_2  
4300  -0.000723  -0.994614   -0.000718  -0.986860   0.000707  0.971326   
4400  -0.000723  -0.994629   -0.000718  -0.986891   0.000706  0.971248   
4500  -0.000723  -0.994644   -0.000718  -0.986923   0.000706  0.971168   
4600  -0.000723  -0.994659   -0.000718  -0.986955   0.000706  0.971086   
4700  -0.000723  -0.994673   -0.000718  -0.986988   0.000706  0.971002   
4800  -0.000724  -0.994687   -0.000718  -0.987021   0.000706  0.970916   
4900  -0.000724  -0.994701   -0.000718  -0.987055   0.000706  0.970828   
5000  -0.000724  -0.994715   -0.000718  -0.987090   0.000706  0.970738   
5100  -0.000724  -0.994728   -0.000718  -0.987125   0.000706  0.970646   
5200  -0.000724  -0.994740   -0.000718  -0.987162   0.000706  0.970552   
5300  -0.000724  -0.994752   -0.000718  -0.987198   0.000706  0.970456   
5400  -0.000724  -0.994764   -0.000718  -0.987236   0.000706  0.970358   
5500  -0.000724  -0.994775   -0.000718  -0.987274   0.000706  0.970257   
5600  -0.000724  -0.994785   -0.000718  -0.987313   0.000706  0.970155   
5700  -0.000724  -0.994795   -0.000718  -0.987353   0.000706  0.970051   
5800  -0.000724  -0.994804   -0.000718  -0.987394   0.000706  0.969945   
5900  -0.000724  -0.994812   -0.000718  -0.987435   0.000705  0.969836   
6000  -0.000724  -0.994820   -0.000718  -0.987477   0.000705  0.969726   
6100  -0.000724  -0.994827   -0.000718  -0.987520   0.000705  0.969613   
6200  -0.000724  -0.994833   -0.000718  -0.987565   0.000705  0.969499   
6300  -0.000724  -0.994838   -0.000718  -0.987609   0.000705  0.969382   
6400  -0.000724  -0.994843   -0.000718  -0.987655   0.000705  0.969263   
6500  -0.000724  -0.994846   -0.000718  -0.987702   0.000705  0.969143   
6600  -0.000724  -0.994849   -0.000718  -0.987750   0.000705  0.969020   
6700  -0.000724  -0.994850   -0.000718  -0.987799   0.000705  0.968894   
6800  -0.000724  -0.994851   -0.000719  -0.987849   0.000705  0.968767   
6900  -0.000724  -0.994850   -0.000719  -0.987899   0.000705  0.968638   
7000  -0.000724  -0.994848   -0.000719  -0.987951   0.000704  0.968506   
7100  -0.000724  -0.994845   -0.000719  -0.988004   0.000704  0.968373   
7200  -0.000724  -0.994841   -0.000719  -0.988059   0.000704  0.968237   
7300  -0.000724  -0.994836   -0.000719  -0.988114   0.000704  0.968099   
7400  -0.000724  -0.994829   -0.000719  -0.988171   0.000704  0.967960   
7500  -0.000724  -0.994821   -0.000719  -0.988229   0.000704  0.967818   
7600  -0.000724  -0.994812   -0.000719  -0.988288   0.000704  0.967673   
7700  -0.000724  -0.994801   -0.000719  -0.988348   0.000704  0.967527   
7800  -0.000724  -0.994789   -0.000719  -0.988410   0.000704  0.967379   
7900  -0.000724  -0.994776   -0.000719  -0.988473   0.000704  0.967228   
8000  -0.000724  -0.994761   -0.000719  -0.988537   0.000703  0.967076   
8100  -0.000724  -0.994744   -0.000719  -0.988603   0.000703  0.966921   
8200  -0.000724  -0.994726   -0.000719  -0.988670   0.000703  0.966764   
8300  -0.000724  -0.994707   -0.000719  -0.988739   0.000703  0.966605   
8400  -0.000724  -0.994686   -0.000719  -0.988809   0.000703  0.966444   
8500  -0.000723  -0.994663   -0.000719  -0.988880   0.000703  0.966281   
8600  -0.000723  -0.994638   -0.000719  -0.988954   0.000703  0.966116   
8700  -0.000723  -0.994612   -0.000719  -0.989028   0.000703  0.965949   
8800  -0.000723  -0.994584   -0.000719  -0.989104   0.000702  0.965779   
8900  -0.000723  -0.994554   -0.000720  -0.989182   0.000702  0.965608   
9000  -0.000723  -0.994523   -0.000720  -0.989261   0.000702  0.965434   
9100  -0.000723  -0.994489   -0.000720  -0.989342   0.000702  0.965259   
9200  -0.000723  -0.994454   -0.000720  -0.989425   0.000702  0.965081   
9300  -0.000723  -0.994417   -0.000720  -0.989509   0.000702  0.964902   
9400  -0.000723  -0.994377   -0.000720  -0.989595   0.000702  0.964720   
9500  -0.000723  -0.994336   -0.000720  -0.989683   0.000702  0.964537   
9600  -0.000723  -0.994293   -0.000720  -0.989772   0.000701  0.964351   
9700  -0.000723  -0.994248   -0.000720  -0.989864   0.000701  0.964163   
9800  -0.000723  -0.994201   -0.000720  -0.989956   0.000701  0.963974   
9900  -0.000723  -0.994152   -0.000720  -0.990051   0.000701  0.963782   
10000  -0.000723  -0.994101   -0.000720  -0.990147   0.000701  0.963589   
10100  -0.000723  -0.994048   -0.000720  -0.990245   0.000701  0.963393   
10200  -0.000723  -0.993992   -0.000720  -0.990345   0.000701  0.963196   
10300  -0.000723  -0.993935   -0.000720  -0.990447   0.000700  0.962996   
10400  -0.000723  -0.993875   -0.000720  -0.990550   0.000700  0.962795   
10500  -0.000723  -0.993814   -0.000721  -0.990656   0.000700  0.962592   
10600  -0.000723  -0.993750   -0.000721  -0.990763   0.000700  0.962387   
10700  -0.000723  -0.993683   -0.000721  -0.990872   0.000700  0.962180   
10800  -0.000723  -0.993615   -0.000721  -0.990982   0.000700  0.961972   
10900  -0.000723  -0.993545   -0.000721  -0.991095   0.000700  0.961761   
11000  -0.000723  -0.993472   -0.000721  -0.991209   0.000699  0.961549   
11100  -0.000723  -0.993397   -0.000721  -0.991325   0.000699  0.961335   
11200  -0.000723  -0.993319   -0.000721  -0.991443   0.000699  0.961119   
11300  -0.000722  -0.993240   -0.000721  -0.991563   0.000699  0.960901   
11400  -0.000722  -0.993158   -0.000721  -0.991684   0.000699  0.960682   
11500  -0.000722  -0.993074   -0.000721  -0.991808   0.000699  0.960461   
11600  -0.000722  -0.992987   -0.000722  -0.991933   0.000698  0.960238   
11700  -0.000722  -0.992898   -0.000722  -0.992059   0.000698  0.960014   
11800  -0.000722  -0.992807   -0.000722  -0.992188   0.000698  0.959787   
11900  -0.000722  -0.992714   -0.000722  -0.992318   0.000698  0.959560   
12000  -0.000722  -0.992618   -0.000722  -0.992450   0.000698  0.959330   
12100  -0.000722  -0.992520   -0.000722  -0.992584   0.000698  0.959099   
12200  -0.000722  -0.992420   -0.000722  -0.992719   0.000697  0.958867   
12300  -0.000722  -0.992318   -0.000722  -0.992856   0.000697  0.958632   
12400  -0.000722  -0.992213   -0.000722  -0.992995   0.000697  0.958397   
12500  -0.000722  -0.992106   -0.000722  -0.993135   0.000697  0.958159   
12600  -0.000722  -0.991996   -0.000722  -0.993277   0.000697  0.957920   
12700  -0.000721  -0.991884   -0.000723  -0.993420   0.000697  0.957680   
12800  -0.000721  -0.991770   -0.000723  -0.993565   0.000696  0.957438   
12900  -0.000721  -0.991654   -0.000723  -0.993712   0.000696  0.957195   
13000  -0.000721  -0.991536   -0.000723  -0.993860   0.000696  0.956950   
13100  -0.000721  -0.991415   -0.000723  -0.994009   0.000696  0.956704   
13200  -0.000721  -0.991292   -0.000723  -0.994160   0.000696  0.956456   
13300  -0.000721  -0.991167   -0.000723  -0.994312   0.000696  0.956207   
13400  -0.000721  -0.991039   -0.000723  -0.994466   0.000695  0.955957   
13500  -0.000721  -0.990910   -0.000723  -0.994620   0.000695  0.955705   
13600  -0.000721  -0.990778   -0.000724  -0.994776   0.000695  0.955452   
13700  -0.000721  -0.990644   -0.000724  -0.994934   0.000695  0.955198   
13800  -0.000720  -0.990508   -0.000724  -0.995092   0.000695  0.954942   
13900  -0.000720  -0.990370   -0.000724  -0.995252   0.000694  0.954685   
14000  -0.000720  -0.990230   -0.000724  -0.995413   0.000694  0.954427   
14100  -0.000720  -0.990087   -0.000724  -0.995575   0.000694  0.954167   
14200  -0.000720  -0.989943   -0.000724  -0.995737   0.000694  0.953906   
14300  -0.000720  -0.989797   -0.000724  -0.995901   0.000694  0.953644   
14400  -0.000720  -0.989649   -0.000725  -0.996066   0.000693  0.953381   
14500  -0.000720  -0.989498   -0.000725  -0.996232   0.000693  0.953116   
14600  -0.000720  -0.989346   -0.000725  -0.996398   0.000693  0.952851   
14700  -0.000720  -0.989192   -0.000725  -0.996566   0.000693  0.952584   
14800  -0.000719  -0.989036   -0.000725  -0.996734   0.000693  0.952316   
14900  -0.000719  -0.988878   -0.000725  -0.996902   0.000692  0.952046   
15000  -0.000719  -0.988719   -0.000725  -0.997072   0.000692  0.951776   
15100  -0.000719  -0.988557   -0.000725  -0.997242   0.000692  0.951504   
15200  -0.000719  -0.988394   -0.000725  -0.997412   0.000692  0.951231   
15300  -0.000719  -0.988229   -0.000726  -0.997583   0.000692  0.950958   
15400  -0.000719  -0.988063   -0.000726  -0.997754   0.000691  0.950683   
15500  -0.000719  -0.987895   -0.000726  -0.997926   0.000691  0.950406   
15600  -0.000718  -0.987725   -0.000726  -0.998098   0.000691  0.950129   
15700  -0.000718  -0.987554   -0.000726  -0.998270   0.000691  0.949851   
15800  -0.000718  -0.987381   -0.000726  -0.998443   0.000691  0.949571   
15900  -0.000718  -0.987207   -0.000726  -0.998615   0.000690  0.949290   
16000  -0.000718  -0.987031   -0.000726  -0.998788   0.000690  0.949009   
16100  -0.000718  -0.986854   -0.000727  -0.998961   0.000690  0.948726   
16200  -0.000718  -0.986676   -0.000727  -0.999134   0.000690  0.948442   
16300  -0.000718  -0.986496   -0.000727  -0.999306   0.000690  0.948157   
16400  -0.000717  -0.986315   -0.000727  -0.999479   0.000689  0.947870   
16500  -0.000717  -0.986133   -0.000727  -0.999651   0.000689  0.947583   
16600  -0.000717  -0.985950   -0.000727  -0.999823   0.000689  0.947294   
16700  -0.000717  -0.985766   -0.000727  -0.999994   0.000689  0.947005   
16800  -0.000717  -0.985580   -0.000727  -1.000166   0.000689  0.946714   
16900  -0.000717  -0.985394   -0.000728  -1.000337   0.000688  0.946422   
17000  -0.000717  -0.985206   -0.000728  -1.000507   0.000688  0.946129   
17100  -0.000716  -0.985018   -0.000728  -1.000677   0.000688  0.945834   
17200  -0.000716  -0.984829   -0.000728  -1.000846   0.000688  0.945539   
17300  -0.000716  -0.984639   -0.000728  -1.001014   0.000688  0.945242   
17400  -0.000716  -0.984448   -0.000728  -1.001182   0.000687  0.944944   
17500  -0.000716  -0.984256   -0.000728  -1.001349   0.000687  0.944644   
17600  -0.000716  -0.984064   -0.000728  -1.001515   0.000687  0.944344   
17700  -0.000716  -0.983871   -0.000729  -1.001680   0.000687  0.944042   
17800  -0.000715  -0.983678   -0.000729  -1.001844   0.000686  0.943739   
17900  -0.000715  -0.983484   -0.000729  -1.002007   0.000686  0.943434   
18000  -0.000715  -0.983289   -0.000729  -1.002169   0.000686  0.943128   
18100  -0.000715  -0.983094   -0.000729  -1.002330   0.000686  0.942821   
18200  -0.000715  -0.982899   -0.000729  -1.002490   0.000686  0.942512   
18300  -0.000715  -0.982703   -0.000729  -1.002649   0.000685  0.942201   
18400  -0.000715  -0.982507   -0.000729  -1.002806   0.000685  0.941889   
18500  -0.000715  -0.982311   -0.000730  -1.002962   0.000685  0.941576   
18600  -0.000714  -0.982115   -0.000730  -1.003116   0.000685  0.941261   
18700  -0.000714  -0.981919   -0.000730  -1.003270   0.000684  0.940944   
18800  -0.000714  -0.981722   -0.000730  -1.003421   0.000684  0.940626   
18900  -0.000714  -0.981526   -0.000730  -1.003571   0.000684  0.940306   
19000  -0.000714  -0.981329   -0.000730  -1.003720   0.000684  0.939984   
19100  -0.000714  -0.981133   -0.000730  -1.003866   0.000683  0.939660   
19200  -0.000714  -0.980937   -0.000730  -1.004011   0.000683  0.939335   
19300  -0.000713  -0.980741   -0.000730  -1.004155   0.000683  0.939007   
19400  -0.000713  -0.980545   -0.000730  -1.004296   0.000683  0.938677   
19500  -0.000713  -0.980349   -0.000731  -1.004436   0.000683  0.938346   
19600  -0.000713  -0.980154   -0.000731  -1.004574   0.000682  0.938012   
19700  -0.000713  -0.979959   -0.000731  -1.004710   0.000682  0.937676   
19800  -0.000713  -0.979765   -0.000731  -1.004844   0.000682  0.937337   
19900  -0.000713  -0.979571   -0.000731  -1.004976   0.000682  0.936996   
20000  -0.000712  -0.979380   -0.000731  -1.005105   0.000681  0.936656   
