time     loop_value_0    n_0   loop_value_1    n_1   loop_value_2    n_2  
0  -0.000723  -0.994166   -0.000717  -0.986148   0.000708  0.972941   
100  -0.000723  -0.994166   -0.000717  -0.986149   0.000708  0.972940   
200  -0.000723  -0.994167   -0.000717  -0.986150   0.000708  0.972938   
300  -0.000723  -0.994168   -0.000717  -0.986152   0.000708  0.972933   
400  -0.000723  -0.994171   -0.000717  -0.986155   0.000708  0.972927   
500  -0.000723  -0.994173   -0.000717  -0.986159   0.000708  0.972920   
600  -0.000723  -0.994177   -0.000717  -0.986164   0.000708  0.972911   
700  -0.000723  -0.994181   -0.000717  -0.986169   0.000708  0.972899   
800  -0.000723  -0.994185   -0.000717  -0.986176   0.000708  0.972887   
900  -0.000723  -0.994191   -0.000717  -0.986183   0.000708  0.972872   
1000  -0.000723  -0.994196   -0.000717  -0.986191   0.000708  0.972856   
1100  -0.000723  -0.994203   -0.000717  -0.986200   0.000708  0.972838   
1200  -0.000723  -0.994210   -0.000717  -0.986210   0.000708  0.972819   
1300  -0.000723  -0.994217   -0.000717  -0.986220   0.000708  0.972797   
1400  -0.000723  -0.994225   -0.000717  -0.986232   0.000708  0.972774   
1500  -0.000723  -0.994234   -0.000717  -0.986244   0.000708  0.972749   
1600  -0.000723  -0.994243   -0.000717  -0.986257   0.000708  0.972723   
1700  -0.000723  -0.994252   -0.000717  -0.986270   0.000708  0.972695   
1800  -0.000723  -0.994263   -0.000717  -0.986285   0.000707  0.972665   
1900  -0.000723  -0.994273   -0.000717  -0.986300   0.000707  0.972633   
2000  -0.000723  -0.994284   -0.000717  -0.986316   0.000707  0.972599   
2100  -0.000723  -0.994296   -0.000717  -0.986332   0.000707  0.972564   
2200  -0.000723  -0.994308   -0.000717  -0.986349   0.000707  0.972527   
2300  -0.000723  -0.994320   -0.000717  -0.986367   0.000707  0.972488   
2400  -0.000723  -0.994332   -0.000717  -0.986386   0.000707  0.972448   
2500  -0.000723  -0.994346   -0.000717  -0.986406   0.000707  0.972405   
2600  -0.000723  -0.994359   -0.000717  -0.986426   0.000707  0.972361   
2700  -0.000723  -0.994373   -0.000718  -0.986446   0.000707  0.972315   
2800  -0.000723  -0.994387   -0.000718  -0.986468   0.000707  0.972267   
2900  -0.000723  -0.994401   -0.000718  -0.986489   0.000707  0.972217   
3000  -0.000723  -0.994415   -0.000718  -0.986512   0.000707  0.972166   
3100  -0.000723  -0.994430   -0.000718  -0.986535   0.000707  0.972112   
3200  -0.000723  -0.994445   -0.000718  -0.986559   0.000707  0.972057   
3300  -0.000723  -0.994460   -0.000718  -0.986583   0.000707  0.972000   
3400  -0.000723  -0.994475   -0.000718  -0.986608   0.000707  0.971941   
3500  -0.000723  -0.994491   -0.000718  -0.986634   0.000707  0.971881   
3600  -0.000723  -0.994506   -0.000718  -0.986660   0.000707  0.971818   
3700  -0.000723  -0.994522   -0.000718  -0.986687   0.000707  0.971753   
3800  -0.000723  -0.994537   -0.000718  -0.986714   0.000707  0.971687   
3900  -0.000723  -0.994553   -0.000718  -0.986742   0.000707  0.971618   
4000  -0.000723  -0.994568   -0.000718  -0.986771   0.000707  0.971548   
4100  -0.000723  -0.994584   -0.000718  -0.986800   0.000707  0.971476   
4200  -0.000723  -0.994599   -0.000718  -0.986830   0.000707  0.971402   
