time     loop_value_0    n_0   loop_value_1    n_1   loop_value_2    n_2  
16700  -0.000710  -0.975615   -0.000720  -0.990025   0.000696  0.957137   
16800  -0.000709  -0.975424   -0.000720  -0.990196   0.000696  0.956849   
16900  -0.000709  -0.975232   -0.000720  -0.990367   0.000696  0.956559   
17000  -0.000709  -0.975039   -0.000720  -0.990537   0.000696  0.956268   
17100  -0.000709  -0.974845   -0.000721  -0.990707   0.000695  0.955977   
17200  -0.000709  -0.974649   -0.000721  -0.990876   0.000695  0.955683   
17300  -0.000709  -0.974453   -0.000721  -0.991044   0.000695  0.955389   
17400  -0.000709  -0.974257   -0.000721  -0.991211   0.000695  0.955094   
17500  -0.000709  -0.974059   -0.000721  -0.991378   0.000694  0.954797   
17600  -0.000708  -0.973861   -0.000721  -0.991544   0.000694  0.954499   
17700  -0.000708  -0.973662   -0.000721  -0.991709   0.000694  0.954199   
17800  -0.000708  -0.973462   -0.000721  -0.991873   0.000694  0.953899   
17900  -0.000708  -0.973262   -0.000722  -0.992036   0.000694  0.953597   
18000  -0.000708  -0.973061   -0.000722  -0.992198   0.000693  0.953293   
18100  -0.000708  -0.972860   -0.000722  -0.992359   0.000693  0.952989   
18200  -0.000707  -0.972658   -0.000722  -0.992518   0.000693  0.952683   
18300  -0.000707  -0.972456   -0.000722  -0.992677   0.000693  0.952375   
18400  -0.000707  -0.972253   -0.000722  -0.992834   0.000693  0.952066   
18500  -0.000707  -0.972051   -0.000722  -0.992990   0.000692  0.951755   
18600  -0.000707  -0.971848   -0.000722  -0.993144   0.000692  0.951443   
18700  -0.000707  -0.971645   -0.000722  -0.993297   0.000692  0.951129   
18800  -0.000707  -0.971442   -0.000723  -0.993448   0.000692  0.950813   
18900  -0.000706  -0.971238   -0.000723  -0.993598   0.000691  0.950496   
19000  -0.000706  -0.971035   -0.000723  -0.993746   0.000691  0.950177   
19100  -0.000706  -0.970832   -0.000723  -0.993892   0.000691  0.949856   
19200  -0.000706  -0.970629   -0.000723  -0.994037   0.000691  0.949533   
19300  -0.000706  -0.970426   -0.000723  -0.994180   0.000690  0.949209   
19400  -0.000706  -0.970223   -0.000723  -0.994321   0.000690  0.948882   
19500  -0.000706  -0.970021   -0.000723  -0.994461   0.000690  0.948553   
19600  -0.000705  -0.969819   -0.000723  -0.994598   0.000690  0.948222   
19700  -0.000705  -0.969617   -0.000724  -0.994734   0.000689  0.947889   
19800  -0.000705  -0.969415   -0.000724  -0.994868   0.000689  0.947554   
19900  -0.000705  -0.969214   -0.000724  -0.994999   0.000689  0.947216   
20000  -0.000705  -0.969016   -0.000724  -0.995128   0.000689  0.946879   
